iter,id,x,y,h,w,cam_x,cam_y,cam_z,rxy,rxz
144,1,109,141,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0446442936595135,-0.057192502898798514
144,2,111,140,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0380254906732937,-0.06144434209163905
145,1,108,143,3,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0451232972492652,-0.037979411857450365
146,1,107,144,2,4,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0452830243031437,-0.0315586642498821
146,2,111,142,2,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0385007989355726,-0.04253400281142853
146,3,108,142,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.048053047509667,-0.05179409746438443
147,1,106,140,3,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0511535339867737,-0.059296760537192295
148,1,109,135,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0436870855449525,-0.09535229916920573
148,2,106,134,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.050189111855505,-0.09801455053285367
149,1,104,131,3,4,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0529748269471944,-0.1187059443689877
150,1,109,133,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0433682529301056,-0.10797899439199117
150,2,106,131,3,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0497073003181883,-0.1172063992862642
151,1,110,135,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.040454389087562,-0.09405020689919179
151,2,106,133,4,3,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.050189111855505,-0.09801455053285367
152,1,106,142,2,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0547493836578392,-0.04728567224768507
152,2,108,141,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.047892808068661,-0.05823678186318323
153,1,106,144,2,3,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0517970739564755,-0.033281479090661224
153,2,108,142,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.048053047509667,-0.05179409746438443
154,1,110,148,2,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0426811161250387,-0.005154675057793873
154,2,107,145,3,3,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.048694301231221,-0.02593770718437744
155,1,110,148,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0394522143163425,-0.0045114470487104584
155,2,108,146,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0456025671973042,-0.018695682457945596
156,1,109,143,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0449635997907558,-0.04439230819667869
156,2,107,142,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0513143745885578,-0.05280637087201926
157,1,107,140,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.047892808068661,-0.05823678186318323
158,1,111,137,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0375504486845752,-0.08026990992771516
158,2,107,136,3,3,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0472521462630489,-0.083906438225463
159,1,109,138,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0410900049746759,-0.06883423780744996
159,2,106,136,2,3,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0505104675213115,-0.08515480118562108
160,1,110,143,1,3,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0385007989355726,-0.04253400281142853
160,2,108,141,1,3,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0446442936595135,-0.057192502898798514
161,1,111,147,1,3,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.035919466225872,-0.016484811838230185
161,2,109,145,2,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0454427809524671,-0.025130581280063166
162,1,109,150,4,4,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.039928321451419,0.014573841172645175
163,1,113,155,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0339763033355855,0.034393613780147485
163,2,109,152,3,3,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.043318389191728,0.020488684126720558
164,1,109,157,1,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0439561357638898,0.046180259680096064
164,2,114,155,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0307804139307803,0.034737698088809575
165,1,110,157,1,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0407224251394738,0.04644473153691352
165,2,108,157,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0504601905887334,0.0456392881520332
165,3,111,155,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0404046948932244,0.03369015545861685
165,4,108,155,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0501388534407334,0.03259500799692179
165,5,111,153,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0400870830086901,0.02094318377363949
166,1,109,150,2,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.046242008132968,0.0071015688017556896
167,1,109,149,2,3,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0428403900010998,0.0012498061545858424
167,2,113,148,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0328735921745482,-0.009513749413048497
167,3,110,147,1,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0391349575040827,-0.017210921434085872
168,1,110,150,2,3,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0397695894837884,0.008207947028350097
168,2,110,148,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0425218718424452,-0.011554048946528773
169,1,111,152,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.039928321451419,0.014573841172645175
169,2,110,150,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0428403900010998,0.0012498061545858424
170,1,110,158,2,4,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.037817570569492,0.05936947854428138
170,2,112,156,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.037342645104156,0.040374221935862306
170,3,112,154,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.037026176049991,0.02771656386048641
171,1,109,156,6,5,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0410402737494264,0.059202766642224264
172,1,109,160,2,3,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.044594355850107,0.07188622095566673
172,2,114,158,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0312516460488577,0.05345525144602988
172,3,112,158,2,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.037817570569492,0.05936947854428138
173,1,109,158,4,4,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.041199242441387,0.06558178383583854
173,2,113,156,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0341339517986263,0.04067720255221746
174,1,112,155,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0371843957850457,0.0340444703424648
175,1,115,152,2,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.027283916837471,0.022695867262476944
175,2,110,152,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0400870830086901,0.02094318377363949
176,1,115,153,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.027283916837471,0.022695867262476944
177,1,113,155,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0339763033355855,0.034393613780147485
178,1,117,161,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0221978412774322,0.07238140352617747
178,2,112,161,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0381343354732897,0.07203290863965418
178,3,114,160,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0285358506760431,0.07224501724930835
178,4,112,158,2,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.037817570569492,0.05936947854428138
178,5,113,156,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0341339517986263,0.04067720255221746
179,1,117,163,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.022508720077507,0.08459070669423799
179,2,117,158,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0217317444948966,0.05406002630445814
179,3,112,158,6,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0349226377600673,0.07210464474245411
180,1,113,165,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0355541189326194,0.09722821607803386
180,2,115,163,1,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0256728303203622,0.08461029720674307
180,3,112,161,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0350804636848896,0.07838855699413375
181,1,110,158,4,3,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.041199242441387,0.06558178383583854
181,2,113,156,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0341339517986263,0.04067720255221746
184,1,113,148,1,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.029681907039494,-0.00885326032877551
184,2,117,147,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0200249957992977,-0.013007826175930081
185,1,113,146,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.03255879799615,-0.022019016605876286
186,1,117,154,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0181187808631256,0.03606557981961662
186,2,114,152,3,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.027283916837471,0.022695867262476944
186,3,118,150,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0143679171132156,0.012324748292315668
186,4,116,150,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0236464315351672,0.004699719609471886
187,1,114,157,1,4,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0247369490779494,0.04771038864617353
188,1,111,156,4,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0376592324960177,0.05303723346677171
189,1,112,161,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0381343354732897,0.07203290863965418
189,2,114,160,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0285358506760431,0.07224501724930835
189,3,112,158,2,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.037817570569492,0.05936947854428138
189,4,110,157,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0439561357638898,0.046180259680096064
189,5,113,156,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0310945391109851,0.04721513748641842
190,1,111,157,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0407224251394738,0.04644473153691352
190,2,109,157,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0472020574098833,0.04591180869954932
190,3,114,156,2,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0310945391109851,0.04721513748641842
190,4,114,154,1,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0274403051371725,0.02888526930832807
191,1,110,152,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0400870830086901,0.02094318377363949
192,1,112,147,1,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.032716180299751,-0.015769235835612676
193,1,112,147,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.035919466225872,-0.016484811838230185
195,1,112,152,1,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.033503535396249,0.015555569797383718
195,2,117,151,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0206452184888422,0.011339238333188834
196,1,115,156,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.027753170387406,0.041270082620884004
196,2,113,156,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0341339517986263,0.04067720255221746
197,1,111,157,1,4,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0342916298374474,0.046962086453084625
197,2,112,152,2,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0368679858986163,0.02139100819034604
198,1,112,155,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0371843957850457,0.0340444703424648
198,2,111,153,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0400870830086901,0.02094318377363949
199,1,110,150,4,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.039928321451419,0.014573841172645175
200,1,113,144,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0322441221003769,-0.034499545179684295
201,1,111,144,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0356035296530917,-0.029068606378162797
202,1,112,149,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0362355211221974,-0.0038776368822043346
204,1,114,157,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0310945391109851,0.04721513748641842
204,2,112,152,2,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0368679858986163,0.02139100819034604
205,1,115,157,2,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0280661538435183,0.053659745945712746
205,2,110,156,4,3,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0408813346488666,0.052823576155147406
205,3,112,154,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.037026176049991,0.02771656386048641
206,1,109,157,1,3,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0439561357638898,0.046180259680096064
207,1,109,151,3,3,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0431590265342865,0.014072008858862636
210,1,111,146,2,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0391349575040827,-0.017210921434085872
211,1,111,151,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0397695894837884,0.008207947028350097
211,2,109,150,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0460821035055023,0.000644665119386821
212,1,113,156,2,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0342916298374474,0.046962086453084625
212,2,108,156,2,4,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0439561357638898,0.046180259680096064
213,1,108,157,3,4,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0441156463931998,0.05260672741088255
213,2,111,155,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0404046948932244,0.03369015545861685
214,1,109,152,2,3,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.043318389191728,0.020488684126720558
214,2,110,150,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0428403900010998,0.0012498061545858424
215,1,111,150,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.039610887105523,0.0018460140311689563
215,2,111,147,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0391349575040827,-0.017210921434085872
216,1,111,144,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0386592941964705,-0.036213961573603924
216,2,110,142,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0415670275996116,-0.04981427232403855
217,1,112,143,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0352877114004577,-0.041625112464505926
217,2,110,142,2,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0417260943252364,-0.04345630227430786
218,1,115,147,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0263462075490204,-0.014368783669950385
218,2,112,147,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.035919466225872,-0.016484811838230185
219,1,112,150,1,3,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0331885046398517,0.0030124084091467614
219,2,112,146,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.032716180299751,-0.015769235835612676
220,1,115,155,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.027596722986911,0.03507683235882519
220,2,112,155,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0371843957850457,0.0340444703424648
221,1,111,157,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0407224251394738,0.04644473153691352
221,2,113,156,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0341339517986263,0.04067720255221746
221,3,115,155,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.027596722986911,0.03507683235882519
221,4,113,152,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.033503535396249,0.015555569797383718
222,1,114,152,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.027283916837471,0.022695867262476944
222,2,111,152,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.039928321451419,0.014573841172645175
222,3,111,150,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.039610887105523,0.0018460140311689563
223,1,112,146,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0357614831492488,-0.022779877033665328
224,1,114,141,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0285848485780194,-0.0521949030794968
225,1,114,139,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0282716693099567,-0.06451002944522319
226,1,116,140,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0190955470284644,-0.04936417569736891
226,2,117,138,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0186312209534296,-0.06744299899100188
227,1,117,140,4,3,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0161110390132742,-0.04244588854370385
228,1,119,149,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.014060142958303,0.00031182526370344027
228,2,116,149,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0234907614449267,-0.0014325649235432
228,3,118,147,1,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0137524866741119,-0.011684720713354137
228,4,115,144,4,5,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0198700139029688,-0.01908273975080834
229,1,118,147,3,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0139063000829585,-0.0056887088046641094
229,2,114,146,3,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0263462075490204,-0.014368783669950385
230,1,114,148,1,4,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.023335120884676,-0.007560447418444037
230,2,117,145,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0197150615151052,-0.025152026694606016
230,3,113,144,3,3,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0292115617816324,-0.027468200313063598
231,1,117,144,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.019560138634719,-0.03121524833478583
231,2,112,142,4,4,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0290548391456045,-0.03366079121834006
232,1,116,138,1,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0186312209534296,-0.06744299899100188
232,2,114,138,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0281151240069688,-0.0706539582490838
233,1,116,138,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0187859668099966,-0.06142521975696695
233,2,117,136,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0183218177405056,-0.07945099033738229
234,1,116,140,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0190955470284644,-0.04936417569736891
234,2,120,138,3,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0063087271157596,-0.0575076134021996
235,1,116,143,2,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0227128539262174,-0.03201889190556646
235,2,120,142,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.006918431983187,-0.03400342667299983
235,3,118,140,1,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.012676617773588,-0.05349473001380253
236,1,116,146,4,6,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0139063000829585,-0.0056887088046641094
236,2,117,147,3,3,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0170370698103548,-0.0063038758142732534
237,1,118,151,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0175004833028916,0.011835455419149692
237,2,120,150,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0081392533483433,0.013283132245888878
237,3,120,148,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0107876885178169,-0.005082046463835487
237,4,116,148,3,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0234907614449267,-0.0014325649235432
238,1,115,148,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0234907614449267,-0.0014325649235432
238,2,118,147,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0139063000829585,-0.0056887088046641094
238,3,117,144,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.019560138634719,-0.03121524833478583
239,1,115,145,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0260338741529675,-0.02668512439752398
239,2,112,142,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0351298466431087,-0.04789192492231694
239,3,114,141,3,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0255655956317595,-0.04511084504952008
240,1,115,136,2,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0247857222384413,-0.0756603620514493
240,2,112,136,4,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.031300804064661,-0.07175494970551159
241,1,111,135,5,3,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0343409665280758,-0.07909263036895937
241,2,111,135,3,3,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0341832792361774,-0.08530284864079149
242,1,112,142,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0351298466431087,-0.04789192492231694
242,2,113,139,2,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.031615125139138,-0.059371231331648046
243,1,114,142,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0257216589301477,-0.03897604832329017
244,1,112,147,1,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.032716180299751,-0.015769235835612676
244,2,115,144,2,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0260338741529675,-0.02668512439752398
245,1,110,147,2,3,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0392935711159597,-0.010863927604618047
245,2,112,144,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.035445605736972,-0.03535051280677435
246,1,110,145,3,4,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0357614831492488,-0.022779877033665328
246,2,109,144,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0451232972492652,-0.037979411857450365
247,1,108,142,1,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0448039319275344,-0.05079684120506932
248,1,111,137,2,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.037708766428772,-0.07400493005911522
251,1,116,138,1,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0186312209534296,-0.06744299899100188
251,2,114,138,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0281151240069688,-0.0706539582490838
252,1,119,145,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0134449482511496,-0.023661478129507894
252,2,117,144,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.019560138634719,-0.03121524833478583
252,3,114,144,4,4,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0230239283506837,-0.019801188680814024
253,1,116,149,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0234907614449267,-0.0014325649235432
253,2,113,148,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.02983874791088,-0.0026374566160864764
254,1,115,145,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0260338741529675,-0.02668512439752398
254,2,111,144,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0386592941964705,-0.036213961573603924
255,1,111,139,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0378671137582278,-0.06772958421798987
257,1,112,134,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0308295441976043,-0.09025515588464939
258,1,113,139,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0314579498185317,-0.06556781613065307
259,1,115,142,2,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0257216589301477,-0.03897604832329017
260,1,115,147,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0263462075490204,-0.014368783669950385
260,2,112,144,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.035445605736972,-0.03535051280677435
262,1,111,142,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0352877114004577,-0.041625112464505926
263,1,113,139,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0314579498185317,-0.06556781613065307
266,1,114,137,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.027958608257083,-0.0767882067937383
266,2,117,135,2,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0183218177405056,-0.07945099033738229
267,1,114,141,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0285848485780194,-0.0521949030794968
267,2,116,140,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0190955470284644,-0.04936417569736891
267,3,117,138,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0186312209534296,-0.06744299899100188
268,1,115,147,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0263462075490204,-0.014368783669950385
268,2,117,144,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.01657392172362,-0.02440154482958202
269,1,113,145,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.032401445263206,-0.028262612001944947
269,2,113,142,4,5,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0258777517702902,-0.03283399100320722
270,1,113,137,2,3,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0281151240069688,-0.0706539582490838
271,1,114,133,2,2,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0243181526523735,-0.09387483873139242
272,1,114,133,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0273328407744475,-0.10121971319867736
273,1,117,132,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0177033652864662,-0.10334529929440404
273,2,115,132,2,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0241623551937609,-0.09992457804834512
274,1,116,141,1,1,1.7147906079063474234,3.0742232681614269415,0.29634572283840944382,1.0222464637294155,-0.050294451171484206
